farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha
FARM-00482,Soybean,43.4,48.87,4020.08,210.72
FARM-00483,Cotton,139.54,63.42,8681.78,312.09
FARM-00484,Cotton,130.47,54.59,8071.41,289.86
FARM-00485,Sugarcane,226.14,109.09,17319.39,528.49
FARM-00486,Sugarcane,216.18,105.68,16260.81,619.5
FARM-00487,Wheat,125.24,49.72,4646.62,261.22
FARM-00488,Wheat,110.4,60.79,3679.56,170.22
FARM-00489,Maize,179.49,81.46,4952.21,244.71
FARM-00490,Rice,140.22,69.59,9190.75,415.34
FARM-00491,Cotton,136.33,65.71,8206.84,273.67
FARM-00492,Rice,137.56,103.41,10860.59,599.04
FARM-00493,Cotton,144.0,83.56,7822.82,427.58
FARM-00494,Wheat,133.38,50.53,4504.84,230.22
FARM-00495,Maize,193.07,54.77,4558.47,196.68
FARM-00496,Maize,195.03,44.31,4794.01,194.7
FARM-00497,Soybean,,44.29,4125.88,251.93
FARM-00498,Wheat,148.82,,3881.2,207.08
FARM-00499,Rice,142.07,57.1,11350.81,284.95
FARM-00500,Maize,184.97,87.78,4931.77,341.44
FARM-00501,Maize,191.11,76.67,5606.89,391.8
FARM-00502,Cotton,165.22,95.64,8128.58,398.32
FARM-00503,Soybean,36.59,50.62,3974.95,216.34
FARM-00504,Soybean,43.33,42.96,3342.3,170.84
FARM-00505,Cotton,157.06,71.62,31087.83697900036,411.2
FARM-00506,Rice,164.28,88.94,8466.32,419.71
FARM-00507,Wheat,123.67,41.38,4621.92,192.47
FARM-00508,Maize,190.17,82.05,5094.68,291.66
FARM-00509,Wheat,122.12,57.65,3217.68,279.22
FARM-00510,Rice,136.08,83.15,10406.48,449.76
FARM-00511,Sugarcane,204.04,96.08,16639.43,456.8
FARM-00512,Rice,148.56,83.88,9517.51,
FARM-00513,Sugarcane,242.66,94.98,19154.73,565.4
FARM-00514,Soybean,49.0,51.78,3471.87,173.0
FARM-00515,Soybean,49.21,40.6,4212.52,203.0
FARM-00516,Soybean,56.07,67.56,4210.72,285.17
FARM-00517,Cotton,171.57,57.62,6695.1,288.27
FARM-00518,Sugarcane,218.24,73.56,17518.11,458.58
FARM-00519,Sugarcane,220.89,79.91,16262.56,595.01
FARM-00520,Cotton,147.23,57.96,7347.11,311.52
FARM-00521,Soybean,,58.47,4893.42,213.85
FARM-00522,Soybean,43.09,61.23,3538.7,172.2
FARM-00523,Rice,135.19,64.8,10519.95,411.3
FARM-00524,Wheat,107.25,65.4,13617.756834967167,279.34
FARM-00525,Maize,172.58,87.82,5375.97,407.78
FARM-00526,Wheat,129.09,61.78,3754.05,813.4163234450536
FARM-00527,Rice,167.24,85.13,10713.16,469.0
FARM-00528,Rice,160.73,,9724.05,508.99
FARM-00529,Soybean,41.65,49.99,3735.27,203.57
FARM-00530,Cotton,175.81,72.68,7240.31,366.18
FARM-00531,Rice,140.72,98.49,8847.36,369.34
FARM-00532,Rice,145.82,72.53,11137.85,364.66
FARM-00533,Wheat,125.08,53.08,3522.44,241.65
FARM-00534,Rice,162.62,96.0,8397.66,643.27
FARM-00535,Soybean,42.7,48.77,4312.27,217.81
FARM-00536,Wheat,121.14,53.68,3672.6,223.88
FARM-00537,Wheat,126.35,71.94,3364.18,311.34
FARM-00538,Wheat,123.79,53.03,3160.29,156.23
FARM-00539,Wheat,128.65,56.32,4286.36,144.78
FARM-00540,Sugarcane,210.35,97.78,16034.95,453.44
FARM-00541,Sugarcane,245.09,105.3,18114.58,570.47
FARM-00542,Wheat,121.17,53.99,4420.46,201.45
FARM-00543,Maize,182.86,64.65,4831.24,245.3
FARM-00544,Rice,159.43,79.17,10269.05,495.81
FARM-00545,Sugarcane,,90.46,18482.89,600.41
FARM-00546,Soybean,43.62,52.84,4664.69,213.08
FARM-00547,Cotton,137.08,75.41,6901.97,438.33
FARM-00548,Maize,192.97,68.09,4913.51,258.94
FARM-00549,Wheat,119.97,58.16,3437.9,268.81
FARM-00550,Maize,196.41,67.83,5446.68,274.36
FARM-00551,Soybean,45.95,72.58,4545.22,370.5
FARM-00552,Rice,151.91,71.94,11672.94,1196.6531175949897
FARM-00553,Sugarcane,217.63,114.39,18365.25,525.88
FARM-00554,Sugarcane,233.63,113.91,17265.61,606.1
FARM-00555,Soybean,39.6,62.83,4535.11,234.44
FARM-00556,Sugarcane,211.95,75.38,60793.09713081193,381.87
FARM-00557,Wheat,129.65,56.91,3725.14,253.7
FARM-00558,Sugarcane,194.96,66.84,18206.05,375.16
FARM-00559,Wheat,127.11,65.97,4271.91,311.59
FARM-00560,Sugarcane,210.45,78.46,19017.81,602.91
FARM-00561,Cotton,146.42,71.12,7712.87,410.14
FARM-00562,Soybean,42.83,37.84,3501.97,177.97
FARM-00563,Wheat,135.4,54.13,3549.4,198.7
FARM-00564,Cotton,156.85,75.08,7029.54,287.07
FARM-00565,Cotton,157.8,74.75,8447.18,328.11
FARM-00566,Maize,174.46,88.28,5145.92,234.43
FARM-00567,Cotton,132.49,72.46,7411.85,409.01
FARM-00568,Soybean,30.54,52.88,3630.78,172.09
FARM-00569,Sugarcane,208.71,125.11,18415.68,711.2
FARM-00570,Rice,147.86,104.73,10064.26,532.77
FARM-00571,Sugarcane,193.0,118.16,16659.39,723.9
FARM-00572,Rice,135.54,84.74,9995.29,445.68
FARM-00573,Soybean,59.09,63.8,3800.06,214.9
FARM-00574,Cotton,163.43,66.48,7433.43,329.64
FARM-00575,Rice,161.12,69.55,9152.61,562.82
FARM-00576,Rice,150.43,90.73,9435.05,408.61
FARM-00577,Maize,204.86,83.7,4899.73,330.14
FARM-00578,Maize,171.45,90.97,4459.54,351.64
FARM-00579,Soybean,33.49,74.67,3474.37,258.3
FARM-00580,Soybean,42.61,69.4,3318.09,248.18
FARM-00581,Soybean,49.04,57.39,4454.19,193.83
FARM-00582,Sugarcane,213.37,105.81,17150.58,626.32
FARM-00583,Soybean,41.24,45.4,4360.89,196.62
FARM-00584,Maize,204.08,67.37,4601.61,374.16
FARM-00585,Rice,162.48,57.39,10942.77,367.44
FARM-00586,Cotton,170.96,64.87,6839.69,364.43
FARM-00587,Maize,188.86,54.88,4699.29,257.23
FARM-00588,Wheat,132.3,45.93,3955.25,236.77
FARM-00589,Maize,168.37,70.99,4226.6,311.76
FARM-00590,Cotton,161.7,56.61,6897.08,310.16
FARM-00591,Wheat,132.44,74.4,3959.11,235.83
FARM-00592,Soybean,40.11,50.14,3619.12,178.38
FARM-00593,Sugarcane,217.98,73.24,17668.79,502.57
FARM-00594,Soybean,57.07,64.08,3483.28,271.79
FARM-00595,Maize,191.89,72.06,5125.75,266.71
FARM-00596,Cotton,159.54,79.19,7297.29,389.95
FARM-00597,Cotton,143.54,79.83,8127.65,373.18
FARM-00598,Cotton,171.89,59.01,7848.13,280.45
FARM-00599,Wheat,128.07,53.84,3857.33,202.16
FARM-00600,Soybean,37.53,60.03,3660.53,156.73
FARM-00601,Rice,164.17,93.09,11474.0,634.26
FARM-00602,Maize,184.93,89.24,5086.7,
FARM-00603,Cotton,140.87,66.3,7542.91,358.46
FARM-00604,Maize,196.23,73.6,4490.18,218.84
FARM-00605,Wheat,108.24,48.1,3629.95,234.53
FARM-00606,Soybean,31.33,37.56,4187.44,202.25
FARM-00607,Sugarcane,222.79,94.42,16036.37,431.12
FARM-00608,Sugarcane,215.7,121.52,17424.62,740.77
FARM-00609,Sugarcane,223.8,,18101.24,467.92
FARM-00610,Soybean,52.91,73.4,3926.47,232.91
FARM-00611,Rice,147.25,95.61,9281.84,599.19
FARM-00612,Sugarcane,210.25,98.97,15988.6,527.35
FARM-00613,Soybean,48.16,68.01,4443.74,292.03
FARM-00614,Rice,158.31,53.31,10234.41,397.54
FARM-00615,Wheat,135.83,50.53,4032.1,248.28
FARM-00616,Sugarcane,210.99,94.73,19147.64,571.31
FARM-00617,Sugarcane,223.52,116.54,17742.3,596.73
FARM-00618,Wheat,106.83,44.73,3874.79,147.62
FARM-00619,Maize,177.82,69.94,4632.43,334.8
FARM-00620,Wheat,124.0,75.52,3577.99,278.4
FARM-00621,Sugarcane,210.03,119.71,17731.31,523.0
FARM-00622,Wheat,119.3,,3495.87,280.12
FARM-00623,Sugarcane,231.6,93.89,,499.3
FARM-00624,Wheat,127.01,59.1,3648.33,314.96
FARM-00625,Cotton,168.94,36.31,8853.26,243.97
FARM-00626,Cotton,157.27,53.22,6138.7,312.4
FARM-00627,Rice,174.28,51.47,10773.58,376.23
FARM-00628,Wheat,122.93,46.97,4511.83,237.5
FARM-00629,Rice,144.28,80.0,10401.05,479.91
FARM-00630,Cotton,149.56,60.29,7188.98,353.77
FARM-00631,Maize,198.27,82.01,4838.34,299.22
FARM-00632,Rice,126.24,81.23,11074.93,561.46
FARM-00633,Sugarcane,194.78,116.64,19621.14,577.91
FARM-00634,Wheat,131.14,67.34,3294.69,191.98
FARM-00635,Rice,162.69,74.81,9922.12,462.47
FARM-00636,Rice,137.65,56.83,11360.27,293.45
FARM-00637,Cotton,159.89,75.95,7471.6,365.52
FARM-00638,Sugarcane,230.25,120.19,17489.56,613.27
FARM-00639,Soybean,35.11,33.87,4307.61,159.66
FARM-00640,Rice,166.38,111.05,11166.47,573.68
FARM-00641,Wheat,132.19,62.94,3959.38,273.25
FARM-00642,Wheat,134.17,56.44,4712.92,204.62
FARM-00643,Sugarcane,238.16,93.4,15961.84,561.24
FARM-00644,Wheat,126.66,72.3,3871.31,249.18
FARM-00645,Sugarcane,225.66,96.83,19717.42,492.82
FARM-00646,Soybean,52.08,52.24,3664.43,238.86
FARM-00647,Rice,145.03,56.17,9793.43,269.23
FARM-00648,Soybean,39.9,59.78,4070.42,274.44
FARM-00649,Wheat,114.55,31.21,3581.44,177.19
FARM-00650,Sugarcane,213.0,104.85,17058.36,611.6
FARM-00651,Wheat,119.43,64.59,3555.9,227.87
FARM-00652,Sugarcane,212.93,79.49,16164.5,337.64
FARM-00653,Wheat,131.69,54.12,4104.62,222.93
FARM-00654,Cotton,160.41,77.86,6714.03,388.59
FARM-00655,Wheat,119.08,52.56,3747.58,217.79
FARM-00656,Cotton,164.44,70.1,6487.04,365.49
FARM-00657,Wheat,124.08,50.84,3516.43,285.75
FARM-00658,Cotton,124.77,54.09,6987.21,275.97
FARM-00659,Soybean,47.0,35.48,3785.12,205.3
FARM-00660,Maize,189.35,63.66,4392.99,364.47
FARM-00661,Soybean,50.16,61.77,3697.03,228.95
FARM-00662,Sugarcane,223.97,104.76,17858.87,708.38
FARM-00663,Cotton,161.56,60.08,8078.45,422.81
FARM-00664,Wheat,127.1,52.66,3379.46,265.37
FARM-00665,Soybean,37.36,46.31,4445.44,188.15
FARM-00666,Rice,169.28,127.53,8535.9,629.97
FARM-00667,Soybean,46.59,55.13,3306.97,243.97
FARM-00668,Wheat,126.75,,3823.71,181.07
FARM-00669,Soybean,37.24,45.44,4641.44,184.99
FARM-00670,Rice,123.13,68.4,9910.82,397.06
FARM-00671,Rice,150.22,93.6,9808.94,471.56
FARM-00672,Wheat,121.91,75.24,3069.45,225.07
FARM-00673,Wheat,125.88,45.46,4536.05,195.49
FARM-00674,Maize,178.07,69.43,5247.85,349.35
FARM-00675,Cotton,143.54,59.59,8581.52,333.72
FARM-00676,Rice,128.65,73.17,9840.64,415.81
FARM-00677,Rice,,52.76,10727.24,278.9
FARM-00678,Sugarcane,189.3,95.88,16715.45,498.49
FARM-00679,Wheat,127.91,59.63,3403.69,205.12
FARM-00680,Soybean,43.87,36.14,4118.22,196.68
FARM-00681,Maize,214.5,71.03,4644.59,287.81
FARM-00682,Rice,,81.33,11614.12,456.27
FARM-00683,Wheat,110.49,73.13,4252.96,215.93
FARM-00684,Soybean,55.11,68.19,4697.71,269.2
FARM-00685,Wheat,127.83,51.3,4091.23,225.24
FARM-00686,Rice,126.41,94.49,9595.81,455.4
FARM-00687,Maize,197.11,85.27,4900.13,353.22
FARM-00688,Maize,190.15,48.04,5523.53,253.87
FARM-00689,Maize,184.86,71.25,4278.89,236.1
FARM-00690,Wheat,121.71,47.66,4228.13,201.6
FARM-00691,Rice,140.89,45.56,11053.68,210.0
FARM-00692,Sugarcane,185.08,95.88,16934.65,583.95
FARM-00693,Cotton,166.98,71.61,7311.3,293.79
FARM-00694,Wheat,123.44,54.9,3699.97,244.72
FARM-00695,Cotton,165.05,62.04,6382.46,319.87
FARM-00696,Maize,199.19,85.28,5408.86,392.11
FARM-00697,Wheat,127.48,60.66,3994.06,197.12
FARM-00698,Wheat,129.45,57.13,4078.34,240.15
FARM-00699,Soybean,42.48,44.13,4226.46,158.15
FARM-00700,Sugarcane,247.41,74.33,17583.16,433.19
FARM-00701,Soybean,51.7,48.82,4543.43,210.53
FARM-00702,Wheat,126.1,61.86,4856.96,339.19
FARM-00703,Wheat,120.14,70.11,4291.95,224.23
FARM-00704,Cotton,145.33,69.32,,429.91
FARM-00705,Rice,149.19,89.02,9825.74,535.54
FARM-00706,Rice,151.63,92.54,9857.04,416.08
FARM-00707,Wheat,114.93,54.57,3971.64,249.06
FARM-00708,Wheat,108.2,184.97260442367812,4476.84,224.78
FARM-00709,Cotton,147.22,75.8,7173.29,368.82
FARM-00710,Rice,154.89,87.78,8945.92,443.81
FARM-00711,Cotton,159.38,67.21,7144.03,319.38
FARM-00712,Rice,155.05,84.34,10660.72,488.56
FARM-00713,Sugarcane,228.51,124.12,18267.45,643.59
FARM-00714,Wheat,130.45,45.56,3437.95,213.77
FARM-00715,Rice,138.89,89.52,,519.11
FARM-00716,Maize,194.74,53.2,5264.18,315.15
FARM-00717,Wheat,127.56,157.9390935879126,4230.35,277.31
FARM-00718,Maize,187.34,,4338.37,277.65
FARM-00719,Cotton,124.09,66.13,6630.78,335.43
FARM-00720,Sugarcane,197.25,89.41,17041.63,462.25
FARM-00721,Wheat,112.19,74.58,4556.32,245.39
FARM-00722,Sugarcane,218.4,115.4,15958.05,475.39
FARM-00723,Wheat,113.53,67.39,3607.1,256.42
FARM-00724,Soybean,44.87,64.3,4124.64,198.15
FARM-00725,Rice,145.95,89.43,11054.97,487.27
FARM-00726,Wheat,121.93,55.08,3826.12,293.56
FARM-00727,Sugarcane,183.85,75.73,16367.4,397.98
FARM-00728,Rice,153.56,82.07,10075.88,557.39
FARM-00729,Wheat,125.95,48.08,4204.65,708.3898008304768
FARM-00730,Sugarcane,194.06,111.58,17307.41,709.66
FARM-00731,Wheat,111.11,60.71,4067.32,233.77
FARM-00732,Wheat,,60.61,3671.73,221.8
FARM-00733,Sugarcane,230.64,115.75,16541.57,699.13
FARM-00734,Soybean,46.64,64.01,4406.77,272.91
FARM-00735,Soybean,38.32,72.06,3987.14,304.78
FARM-00736,Sugarcane,214.15,95.76,18466.44,586.87
FARM-00737,Sugarcane,227.93,102.65,17274.78,575.13
FARM-00738,Sugarcane,223.73,83.43,17473.02,565.36
FARM-00739,Sugarcane,226.49,108.89,16871.45,566.07
FARM-00740,Soybean,46.29,48.64,3956.64,188.06
FARM-00741,Maize,179.7,76.46,5422.71,291.76
FARM-00742,Wheat,129.7,47.23,4500.88,174.44
FARM-00743,Rice,497.88313930479325,85.06,9007.71,450.82
FARM-00744,Sugarcane,231.64,124.57,18674.97,730.76
FARM-00745,Wheat,138.65,32.57,3130.09,135.04
FARM-00746,Rice,163.72,65.22,11329.47,301.89
FARM-00747,Soybean,42.09,67.19,3214.58,291.01
FARM-00748,Wheat,127.9,58.53,4492.23,204.04
FARM-00749,Sugarcane,216.41,105.34,16147.01,465.86
FARM-00750,Soybean,54.87,50.13,4560.96,220.15
FARM-00751,Soybean,39.26,66.15,3531.18,313.5
FARM-00752,Cotton,,70.71,7334.83,278.46
FARM-00753,Wheat,111.24,37.36,4346.38,200.02
FARM-00754,Rice,126.68,81.89,9165.5,475.82
FARM-00755,Maize,202.82,69.22,4693.53,296.81
FARM-00756,Soybean,32.64,53.33,3879.18,248.17
FARM-00757,Sugarcane,216.27,,59218.272254743235,574.43
FARM-00758,Wheat,128.05,33.79,3925.11,169.39
FARM-00759,Cotton,150.15,74.08,7526.67,375.35
FARM-00760,Maize,166.1,117.0,5096.27,453.94
FARM-00761,Maize,169.35,90.54,5075.58,261.52
FARM-00762,Rice,168.29,92.89,9949.99,526.57
FARM-00763,Maize,152.87,66.35,4396.38,311.49
FARM-00764,Wheat,113.15,43.92,4219.98,143.53
FARM-00765,Sugarcane,246.13,105.18,16666.32,655.95
FARM-00766,Wheat,123.28,60.59,4106.83,227.47
FARM-00767,Wheat,112.07,34.46,4616.03,150.54
FARM-00768,Rice,134.81,76.07,9442.73,370.55
FARM-00769,Sugarcane,218.55,88.83,16780.9,458.96
FARM-00770,Sugarcane,204.56,121.05,17286.41,582.54
FARM-00771,Rice,161.1,73.07,9769.76,439.62
FARM-00772,Cotton,140.61,71.52,8763.38,338.52
FARM-00773,Wheat,127.67,81.18,3522.42,343.44
FARM-00774,Cotton,123.7,69.89,,
FARM-00775,Wheat,114.8,50.09,4152.88,202.18
FARM-00776,Cotton,146.34,,8001.51,291.42
FARM-00777,Rice,148.64,64.15,9109.82,439.85
FARM-00778,Soybean,44.23,60.24,4902.51,216.32
FARM-00779,Cotton,129.96,67.28,8232.86,313.31
FARM-00780,Maize,167.36,65.47,5500.88,226.76
FARM-00781,Maize,189.34,92.74,5555.12,342.48
FARM-00782,Maize,193.72,74.67,4675.08,385.34
FARM-00783,Wheat,144.32,56.27,3911.7,259.82
FARM-00784,Soybean,52.57,43.62,3896.72,268.8
FARM-00785,Maize,,54.85,5274.26,267.22
FARM-00786,Soybean,,71.57,4227.05,222.78
FARM-00787,Maize,204.04,107.25,5183.67,407.32
FARM-00788,Sugarcane,221.61,128.55,17296.06,598.4
FARM-00789,Sugarcane,211.74,117.42,16697.6,620.23
FARM-00790,Soybean,47.44,54.01,3736.47,232.12
FARM-00791,Soybean,50.24,63.24,4363.72,239.88
FARM-00792,Maize,208.78,59.86,4903.48,269.36
FARM-00793,Cotton,161.16,57.59,7056.44,301.89
FARM-00794,Wheat,129.48,47.28,4181.21,174.52
FARM-00795,Rice,150.14,59.33,10031.76,328.66
FARM-00796,Cotton,152.27,57.95,7415.53,243.24
FARM-00797,Wheat,114.77,49.28,3619.51,227.86
FARM-00798,Maize,194.03,65.13,4177.69,271.38
FARM-00799,Rice,142.14,81.69,9766.49,510.06
FARM-00800,Soybean,43.53,61.69,3961.87,241.94
FARM-00801,Rice,156.11,73.42,9795.86,403.34
FARM-00802,Maize,194.96,84.21,4518.54,330.62
FARM-00803,Rice,156.17,80.69,9889.51,388.96
FARM-00804,Soybean,45.96,68.09,3904.65,223.11
FARM-00805,Wheat,121.22,54.43,4025.42,248.57
FARM-00806,Rice,144.09,92.34,9269.76,335.52
FARM-00807,Maize,185.21,71.92,4574.86,258.09
FARM-00808,Rice,167.8,81.05,10225.29,436.78
FARM-00809,Wheat,109.7,48.88,4051.36,153.55
FARM-00810,Sugarcane,234.1,107.5,17915.14,514.88
FARM-00811,Maize,509.00732406170204,65.62,16839.584692898057,245.42
FARM-00812,Cotton,158.51,55.73,8848.98,330.46
FARM-00813,Cotton,170.55,93.31,6925.05,376.69
FARM-00814,Soybean,35.16,58.11,3929.26,244.83
FARM-00815,Cotton,155.79,53.04,6766.25,939.5225117720584
FARM-00816,Cotton,154.79,53.42,7272.08,344.86
FARM-00817,Maize,186.46,60.55,4959.45,286.77
FARM-00818,Wheat,133.57,48.25,3641.35,180.76
FARM-00819,Soybean,36.21,58.4,13269.552026353871,180.29
FARM-00820,Sugarcane,199.03,111.38,18392.1,629.49
FARM-00821,Cotton,546.1255868006492,66.49,7148.33,429.39
FARM-00822,Rice,139.34,61.13,10019.76,435.39
FARM-00823,Rice,158.73,80.83,9291.14,324.79
FARM-00824,Maize,167.29,69.85,5145.56,259.13
FARM-00825,Wheat,120.71,54.33,3740.36,175.9
FARM-00826,Sugarcane,224.15,117.07,17571.19,619.53
FARM-00827,Maize,172.83,81.93,5127.2,379.48
FARM-00828,Cotton,163.14,68.71,7251.62,328.11
FARM-00829,Soybean,52.26,44.44,3650.42,252.53
FARM-00830,Sugarcane,227.15,82.95,16046.98,416.13
FARM-00831,Cotton,155.42,,6454.4,320.2
FARM-00832,Cotton,127.0,71.87,6606.34,331.27
FARM-00833,Wheat,143.53,64.26,4130.91,275.49
FARM-00834,Rice,136.56,70.98,9386.29,382.92
FARM-00835,Maize,184.75,75.86,5032.66,361.52
FARM-00836,Soybean,37.05,61.16,4280.79,177.34
FARM-00837,Maize,175.95,60.77,5044.16,255.61
FARM-00838,Maize,170.5,54.71,4840.51,309.38
FARM-00839,Rice,173.7,93.63,9778.17,480.39
FARM-00840,Rice,148.04,71.24,9788.99,411.25
FARM-00841,Soybean,50.23,61.31,3547.25,203.77
FARM-00842,Wheat,142.46,48.72,4013.01,161.17
FARM-00843,Soybean,35.23,57.78,4299.7,244.74
FARM-00844,Cotton,173.66,58.48,7544.84,370.59
FARM-00845,Sugarcane,226.76,118.82,17379.79,682.08
FARM-00846,Rice,167.91,58.69,8980.25,413.4
FARM-00847,Rice,133.36,84.81,9601.79,541.34
FARM-00848,Sugarcane,226.61,107.3,15984.65,554.03
FARM-00849,Rice,157.15,70.69,10142.19,542.03
FARM-00850,Rice,136.35,57.39,10508.44,484.11
FARM-00851,Soybean,38.91,52.4,3944.32,216.55
FARM-00852,Wheat,119.56,68.78,3272.79,274.89
FARM-00853,Rice,156.69,95.51,8530.48,465.03
FARM-00854,Soybean,48.6,48.56,4127.9,154.79
FARM-00855,Wheat,125.95,45.82,3544.87,259.08
FARM-00856,Soybean,55.55,65.38,4140.49,276.02
FARM-00857,Soybean,49.86,47.72,3778.81,161.87
FARM-00858,Rice,152.74,77.91,10896.68,487.01
FARM-00859,Maize,150.18,81.37,4867.99,316.33
FARM-00860,Rice,164.57,86.18,9455.49,462.76
FARM-00861,Sugarcane,249.61,92.97,18115.74,442.71
FARM-00862,Rice,155.67,82.58,9056.88,462.69
FARM-00863,Sugarcane,235.5,107.15,,596.12
FARM-00864,Maize,207.6,95.3,4608.23,458.47
FARM-00865,Wheat,111.9,48.52,4355.74,249.07
FARM-00866,Maize,162.17,75.67,4152.11,190.06
FARM-00867,Soybean,43.79,56.45,4134.07,239.97
FARM-00868,Sugarcane,218.49,99.0,17475.12,599.42
FARM-00869,Cotton,161.61,57.17,8566.0,353.48
FARM-00870,Wheat,107.89,60.1,4431.43,294.84
FARM-00871,Maize,177.54,55.19,5674.86,299.01
FARM-00872,Sugarcane,226.84,78.81,16389.56,450.46
FARM-00873,Sugarcane,198.06,86.22,17362.62,487.12
FARM-00874,Sugarcane,238.12,98.15,18956.99,596.01
FARM-00875,Rice,140.47,77.99,10623.5,407.92
FARM-00876,Maize,471.1349564024995,72.26,5157.96,328.98
FARM-00877,Cotton,164.98,81.78,6762.59,441.07
FARM-00878,Cotton,165.15,59.43,8651.71,246.3
FARM-00879,Sugarcane,210.43,124.06,18912.39,712.58
FARM-00880,Cotton,139.31,72.9,8306.22,296.77
FARM-00881,Sugarcane,231.0,84.51,16529.75,506.7
FARM-00882,Wheat,107.31,61.71,4103.06,315.29
FARM-00883,Sugarcane,203.23,101.17,18457.25,412.89
FARM-00884,Soybean,47.8,52.13,4022.01,174.24
FARM-00885,Cotton,152.98,52.74,6095.5,246.84
FARM-00886,Rice,166.33,101.59,11016.41,608.18
FARM-00887,Sugarcane,245.66,106.16,17567.93,541.65
FARM-00888,Sugarcane,213.11,120.14,18152.06,660.19
FARM-00889,Sugarcane,202.26,102.06,18585.35,655.66
FARM-00890,Cotton,157.99,73.92,7430.36,435.45
FARM-00891,Sugarcane,226.78,128.99,17894.71,711.11
FARM-00892,Soybean,53.95,43.83,4008.88,
FARM-00893,Cotton,138.54,72.07,7683.92,405.25
FARM-00894,Soybean,58.29,56.29,4306.1,258.36
FARM-00895,Sugarcane,244.06,102.87,18006.67,607.09
FARM-00896,Soybean,50.76,53.13,4394.3,171.91
FARM-00897,Wheat,131.42,59.56,3842.51,241.74
FARM-00898,Cotton,161.39,74.38,7453.69,420.26
FARM-00899,Sugarcane,240.68,117.01,18132.11,536.72
FARM-00900,Rice,160.13,111.23,9951.68,510.88
FARM-00901,Cotton,154.9,62.71,7000.94,358.79
FARM-00902,Wheat,119.45,47.51,4459.73,224.59
FARM-00903,Wheat,125.33,51.36,4490.15,162.3
FARM-00904,Cotton,151.61,67.36,7017.36,1275.8571010587495
FARM-00905,Soybean,40.54,48.09,3674.99,
FARM-00906,Maize,186.81,57.73,4399.8,728.3783446506013
FARM-00907,Cotton,171.2,45.61,7643.95,212.4
FARM-00908,Wheat,130.58,40.86,4401.23,179.66
FARM-00909,Rice,154.83,86.76,10807.4,350.74
FARM-00910,Sugarcane,208.21,80.81,18330.56,459.03
FARM-00911,Soybean,47.63,44.22,4263.71,
FARM-00912,Cotton,136.07,91.31,7364.21,395.29
FARM-00913,Rice,149.21,92.34,9226.06,540.24
FARM-00914,Cotton,134.58,53.07,6350.4,262.41
FARM-00915,Maize,184.48,92.55,5018.93,391.7
FARM-00916,Cotton,146.23,75.38,7372.73,507.34
FARM-00917,Rice,137.64,73.15,9890.69,427.57
FARM-00918,Cotton,165.79,69.28,7976.49,357.95
FARM-00919,Sugarcane,203.61,100.34,16314.47,544.26
FARM-00920,Rice,142.37,95.42,10340.78,528.96
FARM-00921,Cotton,147.94,56.96,7732.49,333.9
FARM-00922,Maize,181.07,80.63,4833.32,257.76
FARM-00923,Cotton,147.05,75.64,7338.39,404.75
FARM-00924,Sugarcane,207.01,94.31,18168.33,606.46
FARM-00925,Rice,148.96,95.37,10997.34,409.17
FARM-00926,Rice,164.56,78.83,8926.94,370.38
FARM-00927,Rice,155.32,68.37,10810.4,435.82
FARM-00928,Maize,182.22,61.14,5164.56,326.43
FARM-00929,Wheat,108.07,45.61,3889.68,234.5
FARM-00930,Maize,179.34,109.77,4633.01,312.92
FARM-00931,Sugarcane,198.18,101.15,16792.72,
FARM-00932,Rice,151.7,68.61,9951.6,305.36
FARM-00933,Maize,192.11,68.86,4590.7,324.27
FARM-00934,Cotton,151.6,50.94,7362.69,259.25
FARM-00935,Wheat,122.55,55.15,3988.68,
FARM-00936,Cotton,,62.64,8258.89,353.36
FARM-00937,Sugarcane,232.84,115.91,18133.0,752.95
FARM-00938,Soybean,40.5,54.58,3970.13,249.9
FARM-00939,Cotton,149.99,52.31,7878.96,295.23
FARM-00940,Maize,193.19,65.41,,347.92
FARM-00941,Soybean,40.4,78.65,3376.05,287.7
FARM-00942,Wheat,137.62,46.37,3786.09,219.05
FARM-00943,Cotton,141.83,56.7,7911.6,292.23
FARM-00944,Maize,176.72,76.75,5204.65,324.61
FARM-00945,Soybean,38.66,79.05,4538.55,325.95
FARM-00946,Soybean,49.48,54.56,3588.54,165.96
FARM-00947,Rice,168.37,59.65,10111.93,416.77
FARM-00948,Maize,176.84,56.36,4369.57,271.55
FARM-00949,Rice,147.94,89.5,9477.31,456.01
FARM-00950,Sugarcane,234.84,95.33,18139.51,571.93
FARM-00951,Cotton,155.31,44.46,7199.06,277.66
FARM-00952,Wheat,127.21,36.96,3932.52,163.18
FARM-00953,Wheat,,50.23,4149.53,221.03
FARM-00954,Sugarcane,222.78,105.52,17219.3,550.72
FARM-00955,Maize,183.21,48.28,4231.27,226.49
FARM-00956,Wheat,109.32,44.91,4149.03,229.68
FARM-00957,Cotton,137.62,64.09,7489.04,330.25
FARM-00958,Maize,191.57,50.99,5538.85,181.32
FARM-00959,Soybean,52.2,55.56,,161.0
FARM-00960,Maize,189.27,59.48,5439.08,273.14
FARM-00961,Maize,174.79,83.72,5497.4,232.81
FARM-00962,Soybean,57.68,54.19,4258.16,286.6
